"Latest: Time (s)";"Latest: Potential (V)";"Latest: Current (A)"
0,0001;1,36985778809;0,0532722473145
0,0002;1,17263793945;0,0465965270996
0,0003;0,938987731934;0,0405311584473
0,0004;0,695991516113;0,0332450866699
0,0005;0,462341308594;0,0253486633301
0,0006;0,216484069824;0,0180625915527
0,0007;-0,0112533569336;0,00988006591797
0,0008;-0,251007080078;0,00228881835938
0,0009;-0,48770904541;-0,00589370727539
0,001;-0,730514526367;-0,0137901306152
0,0011;-0,976371765137;-0,0210762023926
0,0012;-1,19800567627;-0,0289726257324
0,0013;-1,39827728271;-0,0362396240234
0,0014;-1,58958435059;-0,043830871582
0,0015;-1,77173614502;-0,0495910644531
0,0016;-1,92337036133;-0,0556755065918
0,0017;-2,06298828125;-0,0608253479004
0,0018;-2,19058990479;-0,0650787353516
0,0019;-2,28157043457;-0,0693321228027
0,002;-2,36053466797;-0,0720596313477
0,0021;-2,41222381592;-0,0766181945801
0,0022;-2,44560241699;-0,0775146484375
0,0023;-2,43644714355;-0,0784301757813
0,0024;-2,40001678467;-0,0787353515625
0,0025;-2,33631134033;-0,0775146484375
0,0026;-2,25429534912;-0,0753974914551
0,0027;-2,14500427246;-0,0729751586914
0,0028;-2,01454162598;-0,0705337524414
0,0029;-1,86882019043;-0,0665855407715
0,003;-1,70783996582;-0,0617408752441
0,0031;-1,51672363281;-0,0565719604492
0,0032;-1,32541656494;-0,0511169433594
0,0033;-1,11293792725;-0,0444412231445
0,0034;-0,885391235352;-0,0377655029297
0,0035;-0,630378723145;-0,0307846069336
0,0036;-0,390625;-0,0228881835938
0,0037;-0,153732299805;-0,0159072875977
0,0038;0,0799179077148;-0,00741958618164
0,0039;0,313568115234;0,000782012939453
0,004;0,556373596191;0,00835418701172
0,0041;0,793266296387;0,0162506103516
0,0042;1,03302001953;0,0229263305664
0,0043;1,25465393066;0,0314331054688
0,0044;1,44577026367;0,0387001037598
0,0045;1,63707733154;0,0453758239746
0,0046;1,81312561035;0,0520515441895
0,0047;1,95579528809;0,0572204589844
0,0048;2,08625793457;0,062370300293
0,0049;2,20470428467;0,0660133361816
0,005;2,29263305664;0,0702667236328
0,0051;2,36854553223;0,0736045837402
0,0052;2,40802764893;0,0754165649414
0,0053;2,43225097656;0,0769424438477
0,0054;2,41107940674;0,0775527954102
0,0055;2,3624420166;0,0775527954102
0,0056;2,28652954102;0,0760269165039
0,0057;2,19860076904;0,0748252868652
0,0058;2,08015441895;0,0723838806152
0,0059;1,94664001465;0,0690460205078
0,006;1,79786682129;0,0651168823242
0,0061;1,62792205811;0,0599479675293
0,0062;1,43375396729;0,055103302002
0,0063;1,24244689941;0,0484085083008
0,0064;1,01470947266;0,0426483154297
0,0065;0,781059265137;0,0353622436523
0,0066;0,535202026367;0,0280952453613
0,0067;0,295448303223;0,020809173584
0,0068;0,0616073608398;0,0123023986816
0,0069;-0,17204284668;0,0050163269043
0,007;-0,411796569824;-0,00347137451172
0,0071;-0,651550292969;-0,0110626220703
0,0072;-0,894355773926;-0,0183486938477
0,0073;-1,12819671631;-0,0265312194824
0,0074;-1,33762359619;-0,0335121154785
0,0075;-1,52587890625;-0,0414085388184
0,0076;-1,72004699707;-0,0474739074707
0,0077;-1,87187194824;-0,0538444519043
0,0078;-2,0206451416;-0,0593185424805
0,0079;-2,15110778809;-0,0638580322266
0,008;-2,25429534912;-0,0678062438965
0,0081;-2,34241485596;-0,0714492797852
0,0082;-2,39696502686;-0,0747871398926
0,0083;-2,43644714355;-0,076904296875
0,0084;-2,44846343994;-0,0784301757813
0,0085;-2,41508483887;-0,0784301757813
0,0086;-2,36663818359;-0,0778198242188
0,0087;-2,28462219238;-0,076904296875
0,0088;-2,19058990479;-0,0738716125488
0,0089;-2,06298828125;-0,0717544555664
0,009;-1,92031860352;-0,0675010681152
0,0091;-1,76868438721;-0,0635528564453
0,0092;-1,58653259277;-0,0584030151367
0,0093;-1,38912200928;-0,0526428222656
0,0094;-1,19190216064;-0,0468635559082
0,0095;-0,96435546875;-0,0401878356934
0,0096;-0,715446472168;-0,0332069396973
0,0097;-0,481605529785;-0,025634765625
0,0098;-0,235748291016;-0,0183486938477
0,0099;-0,00209808349609;-0,0101470947266
0,01;0,234794616699;-0,00226974487305
0,0101;0,474548339844;0,00593185424805
0,0102;0,705146789551;0,0135231018066
0,0103;0,95100402832;0,0211143493652
0,0104;1,1848449707;0,0289916992188
0,0105;1,38206481934;0,0356674194336
0,0106;1,57337188721;0,0435638427734
0,0107;1,75533294678;0,049934387207
0,0108;1,90715789795;0,0553894042969
0,0109;2,04067230225;0,060863494873
0,011;2,16522216797;0,0642013549805
0,0111;2,26230621338;0,0690460205078
0,0112;2,3473739624;0,0726890563965
0,0113;2,39582061768;0,0748252868652
0,0114;2,42919921875;0,0769424438477
0,0115;2,41718292236;0,0772476196289
0,0116;2,38075256348;0,0775527954102
0,0117;2,31399536133;0,0763320922852
0,0118;2,23197937012;0,0754165649414
0,0119;2,12574005127;0,0736045837402
0,012;1,99222564697;0,0702667236328
0,0121;1,85260772705;0,0666236877441
0,0122;1,69162750244;0,0617790222168
0,0123;1,49440765381;0,0569152832031
0,0124;1,30920410156;0,0502395629883
0,0125;1,09367370605;0,0447845458984
0,0126;0,863075256348;0,0378036499023
0,0127;0,617218017578;0,030517578125
0,0128;0,374412536621;0,0232315063477
0,0129;0,143623352051;0,0147247314453
0,013;-0,0930786132813;0,00776290893555
0,0131;-0,326919555664;-0,00104904174805
0,0132;-0,569725036621;-0,00833511352539
0,0133;-0,815582275391;-0,0159072875977
0,0134;-1,04923248291;-0,0241088867188
0,0135;-1,27086639404;-0,0310897827148
0,0136;-1,45606994629;-0,0392913818359
0,0137;-1,65328979492;-0,0453567504883
0,0138;-1,82323455811;-0,0523376464844
0,0139;-1,97505950928;-0,057487487793
0,014;-2,10857391357;-0,0620460510254
0,0141;-2,22091674805;-0,0668907165527
0,0142;-2,31189727783;-0,0705337524414
0,0143;-2,37865447998;-0,0735664367676
0,0144;-2,4242401123;-0,0753974914551
0,0145;-2,45456695557;-0,0784301757813
0,0146;-2,42729187012;-0,0784301757813
0,0147;-2,38475799561;-0,0784301757813
0,0148;-2,30884552002;-0,0772094726563
0,0149;-2,22702026367;-0,0744819641113
0,015;-2,10247039795;-0,0729751586914
0,0151;-1,97200775146;-0,0687217712402
0,0152;-1,82018280029;-0,0656890869141
0,0153;-1,65023803711;-0,0602149963379
0,0154;-1,45301818848;-0,0544548034668
0,0155;-1,25865936279;-0,048999786377
0,0156;-1,04312896729;-0,0426292419434
0,0157;-0,803375244141;-0,0359535217285
0,0158;-0,557518005371;-0,0280570983887
0,0159;-0,311660766602;-0,0210762023926
0,016;-0,0810623168945;-0,0131797790527
0,0161;0,158882141113;-0,00438690185547
0,0162;0,395584106445;0,00320434570313
0,0163;0,629234313965;0,011100769043
0,0164;0,875091552734;0,018367767334
0,0165;1,10893249512;0,0265693664551
0,0166;1,318359375;0,0332450866699
0,0167;1,50661468506;0,0411415100098
0,0168;1,69773101807;0,0475120544434
0,0169;1,86157226563;0,0535774230957
0,017;1,99527740479;0,0590324401855
0,0171;2,12879180908;0,0632858276367
0,0172;2,23503112793;0,0681495666504
0,0173;2,31399536133;0,0711822509766
0,0174;2,38380432129;0,0742149353027
0,0175;2,42023468018;0,0766372680664
0,0176;2,42919921875;0,0772476196289
0,0177;2,39582061768;0,0778579711914
0,0178;2,3473739624;0,0766372680664
0,0179;2,26230621338;0,0760269165039
0,018;2,16522216797;0,0742149353027
0,0181;2,04067230225;0,0711822509766
0,0182;1,90105438232;0,0681495666504
0,0183;1,74942016602;0,0632858276367
0,0184;1,56726837158;0,0584411621094
0,0185;1,3729095459;0,0520515441895
0,0186;1,17568969727;0,0472068786621
0,0187;0,942039489746;0,0405311584473
0,0188;0,699043273926;0,0332450866699
0,0189;0,462341308594;0,0256538391113
0,019;0,225639343262;0,0180625915527
0,0191;-0,0112533569336;0,0104904174805
0,0192;-0,244903564453;0,00167846679688
0,0193;-0,484657287598;-0,00560760498047
0,0194;-0,730514526367;-0,013484954834
0,0195;-0,970268249512;-0,0213813781738
0,0196;-1,20105743408;-0,0289726257324
0,0197;-1,39217376709;-0,0368499755859
0,0198;-1,58653259277;-0,0432205200195
0,0199;-1,76868438721;-0,0502014160156
0,02;-1,91745758057;-0,0556755065918
0,0201;-2,05993652344;-0,0605201721191
0,0202;-2,18448638916;-0,0656890869141
0,0203;-2,28462219238;-0,0690269470215
0,0204;-2,35748291016;-0,0729751586914
0,0205;-2,40917205811;-0,0750923156738
0,0206;-2,44560241699;-0,0778198242188
0,0207;-2,43949890137;-0,0784301757813
0,0208;-2,40001678467;-0,0784301757813
0,0209;-2,33325958252;-0,0778198242188
0,021;-2,25734710693;-0,0753974914551
0,0211;-2,14500427246;-0,0738716125488
0,0212;-2,01759338379;-0,0699234008789
0,0213;-1,86882019043;-0,0668907165527
0,0214;-1,71089172363;-0,0617408752441
0,0215;-1,51672363281;-0,0568771362305
0,0216;-1,32236480713;-0,0511169433594
0,0217;-1,11904144287;-0,0447463989258
0,0218;-0,882339477539;-0,0386810302734
0,0219;-0,63648223877;-0,0301742553711
0,022;-0,393676757813;-0,0234985351563
0,0221;-0,156784057617;-0,0153160095215
0,0222;0,0799179077148;-0,00741958618164
0,0223;0,313568115234;0,000171661376953
0,0224;0,55046081543;0,00865936279297
0,0225;0,793266296387;0,0159454345703
0,0226;1,03302001953;0,0238418579102
0,0227;1,25160217285;0,0308227539063
0,0228;1,44271850586;0,0381088256836
0,0229;1,63707733154;0,0456809997559
0,023;1,81007385254;0,0517463684082
0,0231;1,94969177246;0,0572204589844
0,0232;2,08930969238;0,0620651245117
0,0233;2,20165252686;0,0666236877441
0,0234;2,29263305664;0,0702667236328
0,0235;2,36549377441;0,0736045837402
0,0236;2,40802764893;0,0757217407227
0,0237;2,43225097656;0,0769424438477
0,0238;2,40802764893;0,0778579711914
0,0239;2,36549377441;0,0769424438477
0,024;2,29263305664;0,0766372680664
0,0241;2,20165252686;0,074520111084
0,0242;2,08320617676;0,072078704834
0,0243;1,94664001465;0,0693511962891
0,0244;1,80397033691;0,064811706543
0,0245;1,62487030029;0,0605583190918
0,0246;1,43375396729;0,0544929504395
0,0247;1,24244689941;0,0493240356445
0,0248;1,02081298828;0,0429534912109
0,0249;0,781059265137;0,0353622436523
0,025;0,541305541992;0,0283813476563
0,0251;0,301551818848;0,020809173584
0,0252;0,0646591186523;0,0129127502441
0,0253;-0,165939331055;0,00442504882813
0,0254;-0,411796569824;-0,00316619873047
0,0255;-0,642585754395;-0,0107574462891
0,0256;-0,894355773926;-0,0186538696289
0,0257;-1,12819671631;-0,0262260437012
0,0258;-1,33152008057;-0,0338172912598
0,0259;-1,52282714844;-0,0411033630371
0,026;-1,71394348145;-0,0483894348145
0,0261;-1,87492370605;-0,0532341003418
0,0262;-2,0206451416;-0,0590133666992
0,0263;-2,14805603027;-0,0638580322266
0,0264;-2,25734710693;-0,0681114196777
0,0265;-2,33020782471;-0,0720596313477
0,0266;-2,39391326904;-0,0741767883301
0,0267;-2,43644714355;-0,0775146484375
0,0268;-2,44846343994;-0,0784301757813
0,0269;-2,41508483887;-0,0784301757813
0,027;-2,36663818359;-0,0784301757813
0,0271;-2,2876739502;-0,0766181945801
0,0272;-2,19058990479;-0,0744819641113
0,0273;-2,06604003906;-0,0711441040039
0,0274;-1,92031860352;-0,068416595459
0,0275;-1,77173614502;-0,0635528564453
0,0276;-1,58653259277;-0,0584030151367
0,0277;-1,39217376709;-0,0529479980469
0,0278;-1,19495391846;-0,0468635559082
